customer_id,recipe_name,recipe_url,interaction_type,rating,interaction_date,comment,user_index,item_index,content_score,cf_score,interaction_type_code,difficulty,difficulty_code,meal_time,meal_time_code,nutrition_category,estimated_calories,preparation_time_minutes,ingredient_count,estimated_price_vnd
CUS00009,Điều khoảnsử dụng,https://monngonmoingay.com/dieu-khoan-su-dung,rate,4.0,2024-06-26,"Hương vị hài hòa, rất đáng thử.",8,74,0.2915819791222592,3.1789115685726794,2,Khó,1,dinner,1,balanced,603,70,13,120000
CUS00010,Bánh nướng Halloween,https://monngonmoingay.com/banh-nuong/,like,3.5,2024-07-31,"Món ăn ổn, có thể cải thiện thêm một chút.",9,6,0.1246868978794704,3.03339002877524,1,Dễ,0,breakfast,0,weight-loss,375,15,5,50000
CUS00010,Bánh chiên hải sản,https://monngonmoingay.com/banh-chien/,save,4.0,2025-04-19,"Hương vị hài hòa, rất đáng thử.",9,1,0.2422830527766779,3.051521883687346,3,Dễ,0,breakfast,0,balanced,421,21,4,38144
CUS00010,Nghêu xào mayonnaise hung quế,https://monngonmoingay.com/ngheu-xao-mayonnaise-hung-que/,rate,5.0,2024-08-21,"Thưởng thức tuyệt vời, món ăn thật sự xuất sắc!",9,61,0.1858207982795325,3.048628275308775,2,Dễ,0,dinner,1,balanced,411,18,6,50000
CUS00010,Cá chiên bông điên điển,https://monngonmoingay.com/ca-chien/,save,3.5,2024-05-27,"Món ăn ổn, có thể cải thiện thêm một chút.",9,23,0.2364740015492655,3.2252408533906207,3,Dễ,0,lunch,2,weight-loss,456,26,5,37680
CUS00010,"Bánh xèo Việt Nam ăn nhiều rồi, làm bánh xèo Nhật Bản ăn thử đi cả nhà!",https://monngonmoingay.com/banh-xeo-viet-nam/,cook,3.0,2024-10-30,"Món ăn ổn, có thể cải thiện thêm một chút.",9,8,0.0898505093223007,3.016791348259134,0,Trung bình,3,breakfast,0,balanced,465,30,4,45468
CUS00010,Tôm chiên cánh bướm,https://monngonmoingay.com/tom-chien/,rate,5.0,2024-06-25,"Thưởng thức tuyệt vời, món ăn thật sự xuất sắc!",9,65,0.1979751569715227,3.110239990697756,2,Dễ,0,lunch,2,weight-loss,492,20,3,34937
CUS00011,Gà rim ngũ vị,https://monngonmoingay.com/ga-rim/,save,3.5,2024-09-06,"Món ăn ổn, có thể cải thiện thêm một chút.",10,40,0.1881585940407842,3.059083827499589,3,Dễ,0,dinner,1,balanced,528,24,6,45188
CUS00011,Tôm rim thịt ba chỉ,https://monngonmoingay.com/tom-rim/,cook,4.5,2024-12-20,"Thưởng thức tuyệt vời, món ăn thật sự xuất sắc!",10,69,0.2447052347824409,3.273105978478789,0,Dễ,0,lunch,2,blood-boost,602,25,4,50000
CUS00011,Tôm hấp rau củ,https://monngonmoingay.com/tom-hap/,rate,4.0,2024-08-15,"Hương vị hài hòa, rất đáng thử.",10,66,0.2235895770616465,3.007674155955297,2,Dễ,0,dinner,1,weight-loss,434,17,4,43604
CUS00011,Bò cuộn ba rọi xông khói,https://monngonmoingay.com/bo-cuon/,cook,4.0,2025-03-14,"Hương vị hài hòa, rất đáng thử.",10,10,0.2375527272550667,3.023081502457179,0,Dễ,0,lunch,2,balanced,523,19,5,50000
CUS00011,Gà chiên bắp phô mai,https://monngonmoingay.com/ga-chien/,save,4.0,2024-05-12,"Hương vị hài hòa, rất đáng thử.",10,34,0.1711256062212973,3.2604969032295825,3,Dễ,0,dinner,1,balanced,521,27,5,43600
CUS00011,Bánh chiên hải sản,https://monngonmoingay.com/banh-chien/,cook,3.0,2025-02-04,"Món ăn ổn, có thể cải thiện thêm một chút.",10,1,0.2207835494160193,3.100657414703294,0,Dễ,0,breakfast,0,balanced,363,28,6,49280
CUS00011,Gà nướng bưởi xốt giấm,https://monngonmoingay.com/ga-nuong/,cook,4.0,2024-11-28,"Hương vị hài hòa, rất đáng thử.",10,37,0.1828546134132644,3.184703793790616,0,Dễ,0,dinner,1,weight-loss,632,18,3,41450
CUS00011,Tôm xào bông cải,https://monngonmoingay.com/tom-xao/,like,3.0,2024-09-24,"Món ăn ổn, có thể cải thiện thêm một chút.",10,71,0.2647024325830913,2.9044932131635144,1,Dễ,0,lunch,2,balanced,508,29,3,34721
CUS00011,Bánh mì thịt bò xốt tương (L3),https://monngonmoingay.com/banh-mi-thit/,view,1.5,2025-05-11,"Khó thưởng thức, món chưa đạt yêu cầu.",10,5,0.2291880835039214,3.1230818392178383,4,Dễ,0,lunch,2,blood-boost,598,28,3,36410
CUS00012,Điều khoảnsử dụng,https://monngonmoingay.com/dieu-khoan-su-dung,rate,5.0,2025-02-15,"Thưởng thức tuyệt vời, món ăn thật sự xuất sắc!",11,74,0.2843879555649217,3.182798267620409,2,Khó,1,dinner,1,balanced,605,103,12,107616
CUS00012,Bánh khoái,https://monngonmoingay.com/banh-kho/,view,2.0,2024-08-09,"Không thực sự ấn tượng, cần tinh chỉnh lại hương vị.",11,3,0.2154099082693711,3.000666197525386,4,Dễ,0,breakfast,0,balanced,368,24,3,35267
CUS00012,Bò cuộn ba rọi xông khói,https://monngonmoingay.com/bo-cuon/,view,3.0,2024-05-29,"Món ăn ổn, có thể cải thiện thêm một chút.",11,10,0.2385140118689484,3.02276607272154,4,Dễ,0,breakfast,0,balanced,503,26,4,45372
CUS00012,Miến gà trộn,https://monngonmoingay.com/mien-ga-tron/,save,4.0,2024-11-08,"Hương vị hài hòa, rất đáng thử.",11,48,0.1754419197430801,3.091260274401236,3,Dễ,0,dinner,1,balanced,505,27,4,48092
CUS00012,Gà kho chao Mayonnaise,https://monngonmoingay.com/ga-kho/,save,3.0,2024-09-14,"Món ăn ổn, có thể cải thiện thêm một chút.",11,35,0.1857972505559635,3.0471537453031,3,Dễ,0,dinner,1,balanced,489,19,4,37396
CUS00013,Gà om bia,https://monngonmoingay.com/ga-om/,cook,3.0,2024-05-13,"Món ăn ổn, có thể cải thiện thêm một chút.",12,39,0.1843374504732702,3.0652600500591323,0,Dễ,0,dinner,1,balanced,545,16,4,33572
CUS00013,Gà nướng nồi đất,https://monngonmoingay.com/ga-nuong-noi-dat-2/,rate,3.0,2024-06-01,"Món ăn ổn, có thể cải thiện thêm một chút.",12,38,0.2160772491158856,3.219546412194869,2,Dễ,0,dinner,1,weight-loss,569,15,5,47140
CUS00013,Bún bò Huế Chay,https://monngonmoingay.com/bun-bo-hue/,like,2.5,2024-08-12,"Không thực sự ấn tượng, cần tinh chỉnh lại hương vị.",12,12,0.1982267390005564,3.1313844769298456,1,Dễ,0,breakfast,0,balanced,456,28,5,36070
CUS00013,"Canh khổ qua – Gian khổ đi qua, cả nhà may mắn",https://monngonmoingay.com/canh-kho/,like,3.5,2024-08-09,"Món ăn ổn, có thể cải thiện thêm một chút.",12,18,0.1683117140541838,2.951697264244903,1,Dễ,0,lunch,2,weight-loss,293,23,4,50436
CUS00013,Bò cuộn ba rọi xông khói,https://monngonmoingay.com/bo-cuon/,like,3.0,2025-05-05,"Món ăn ổn, có thể cải thiện thêm một chút.",12,10,0.2459002609868993,3.0044895432305703,1,Dễ,0,dinner,1,balanced,540,29,4,50000
CUS00013,Miến trộn bò bằm,https://monngonmoingay.com/mien-tron-bo-bam/,like,3.0,2024-12-17,"Món ăn ổn, có thể cải thiện thêm một chút.",12,49,0.1979282553165054,3.002378138184766,1,Dễ,0,breakfast,0,balanced,406,15,5,50000
CUS00013,Lẩu nấm,https://monngonmoingay.com/lau-nam/,save,3.0,2025-03-27,"Món ăn ổn, có thể cải thiện thêm một chút.",12,47,0.1649741021121604,3.27701761330473,3,Dễ,0,breakfast,0,balanced,368,25,4,45764
CUS00013,Món Chiên,https://monngonmoingay.com/cac-mon-chien-ngon/,rate,5.0,2025-02-17,"Thưởng thức tuyệt vời, món ăn thật sự xuất sắc!",12,52,0.2780874555927112,3.0628240697605524,2,Dễ,0,lunch,2,balanced,456,22,5,50000
CUS00013,Heo kho tàu,https://monngonmoingay.com/heo-kho/,rate,2.0,2025-02-24,"Không thực sự ấn tượng, cần tinh chỉnh lại hương vị.",12,44,0.1628003200387195,2.836897108418648,2,Dễ,0,lunch,2,balanced,536,30,4,38204
CUS00013,Thịt kho,https://monngonmoingay.com/thit-kho/,save,4.0,2025-04-13,"Hương vị hài hòa, rất đáng thử.",12,63,0.2042900514997363,3.0846502013328343,3,Dễ,0,dinner,1,blood-boost,541,15,3,33287
CUS00013,Gà rim ngũ vị,https://monngonmoingay.com/ga-rim/,view,2.5,2024-05-25,"Không thực sự ấn tượng, cần tinh chỉnh lại hương vị.",12,40,0.1937047926917764,3.081249941429277,4,Dễ,0,dinner,1,balanced,504,27,4,36928
CUS00013,Cá kho chuối xanh,https://monngonmoingay.com/ca-kho/,rate,2.0,2024-12-15,"Không thực sự ấn tượng, cần tinh chỉnh lại hương vị.",12,27,0.2082278585876893,3.0427894225278,2,Dễ,0,dinner,1,weight-loss,404,24,6,50000
CUS00013,Xốt Mayonnaise Aji-mayo® Vị Nguyên Bản,https://monngonmoingay.com/mayonnaise-aji-mayo/,cook,5.0,2025-01-10,"Thưởng thức tuyệt vời, món ăn thật sự xuất sắc!",12,73,0.2694826649048286,2.9679352872850178,0,Khó,1,dinner,1,balanced,615,113,11,120000
CUS00013,Bánh chiên hải sản,https://monngonmoingay.com/banh-chien/,cook,4.0,2025-01-31,"Hương vị hài hòa, rất đáng thử.",12,1,0.204476840547604,3.1043160044334,0,Dễ,0,breakfast,0,balanced,442,19,3,41507
CUS00014,Xôi gà đậu xanh,https://monngonmoingay.com/xoi-ga-dau-xanh/,view,2.5,2024-11-15,"Không thực sự ấn tượng, cần tinh chỉnh lại hương vị.",13,72,0.1955577483532088,2.912696012024584,4,Dễ,0,breakfast,0,blood-boost,422,19,4,38864
CUS00014,Chương trìnhmón ngon mỗi ngày,https://monngonmoingay.com/lich-phat-song/,cook,3.0,2025-04-18,"Món ăn ổn, có thể cải thiện thêm một chút.",13,20,0.2698219864695951,3.067752958284744,0,Khó,1,lunch,2,balanced,888,74,9,120000
CUS00014,Gà rim ngũ vị,https://monngonmoingay.com/ga-rim/,cook,4.0,2024-12-25,"Hương vị hài hòa, rất đáng thử.",13,40,0.1948435293856221,3.051217866316408,0,Dễ,0,dinner,1,balanced,476,19,5,50000
CUS00014,Món ăn cho cha,https://monngonmoingay.com/mon-an-cho-cha/,cook,4.0,2025-02-11,"Hương vị hài hòa, rất đáng thử.",13,56,0.2783493574965148,3.058861344512957,0,Khó,1,lunch,2,balanced,623,75,9,104199
CUS00014,Gà luộc xôi gấc,https://monngonmoingay.com/ga-luoc/,rate,3.0,2025-04-05,"Món ăn ổn, có thể cải thiện thêm một chút.",13,36,0.1525805540217601,3.1855786182436647,2,Dễ,0,dinner,1,weight-loss,500,21,4,35728
CUS00014,Nghêu xào mayonnaise hung quế,https://monngonmoingay.com/ngheu-xao-mayonnaise-hung-que/,save,4.5,2025-02-01,"Thưởng thức tuyệt vời, món ăn thật sự xuất sắc!",13,61,0.1632101487514039,3.06269380071108,3,Dễ,0,dinner,1,balanced,436,21,4,38944
CUS00015,Cua rang sốt tắc,https://monngonmoingay.com/cua-rang-sot-tac/,like,3.0,2025-04-20,"Món ăn ổn, có thể cải thiện thêm một chút.",14,22,0.1408937439465871,3.245261121642558,1,Dễ,0,lunch,2,balanced,450,22,6,50000
