customer_id,recipe_name,interaction_type,rating,interaction_date,comment,interaction_text
CUS00001,Cá kho chuối xanh,like,3.0,2025-03-19,"Món ăn ổn, có thể cải thiện thêm một chút.","Khách hàng CUS00001 đã like món Cá kho chuối xanh với rating 3.0/5 vào 2025-03-19. Nhận xét: Món ăn ổn, có thể cải thiện thêm một chút."
CUS00001,Bắp hạt chiên giòn,view,1.5,2025-04-01,"Khó thưởng thức, món chưa đạt yêu cầu.","Khách hàng CUS00001 đã view món Bắp hạt chiên giòn với rating 1.5/5 vào 2025-04-01. Nhận xét: Khó thưởng thức, món chưa đạt yêu cầu."
CUS00001,Miến trộn bò bằm,view,3.0,2025-04-23,"Món ăn ổn, có thể cải thiện thêm một chút.","Khách hàng CUS00001 đã view món Miến trộn bò bằm với rating 3.0/5 vào 2025-04-23. Nhận xét: Món ăn ổn, có thể cải thiện thêm một chút."
CUS00001,Nem chua rán,cook,2.8,2025-05-04,"Không thực sự ấn tượng, cần tinh chỉnh lại hương vị.","Khách hàng CUS00001 đã cook món Nem chua rán với rating 2.8/5 vào 2025-05-04. Nhận xét: Không thực sự ấn tượng, cần tinh chỉnh lại hương vị."
CUS00002,"Bánh xèo Việt Nam ăn nhiều rồi, làm bánh xèo Nhật Bản ăn thử đi cả nhà!",view,3.0,2024-05-15,"Món ăn ổn, có thể cải thiện thêm một chút.","Khách hàng CUS00002 đã view món Bánh xèo Việt Nam ăn nhiều rồi, làm bánh xèo Nhật Bản ăn thử đi cả nhà! với rating 3.0/5 vào 2024-05-15. Nhận xét: Món ăn ổn, có thể cải thiện thêm một chút."
CUS00002,Bánh khoái,view,1.5,2024-05-17,"Khó thưởng thức, món chưa đạt yêu cầu.","Khách hàng CUS00002 đã view món Bánh khoái với rating 1.5/5 vào 2024-05-17. Nhận xét: Khó thưởng thức, món chưa đạt yêu cầu."
CUS00002,Điều khoảnsử dụng,like,3.0,2024-06-02,"Món ăn ổn, có thể cải thiện thêm một chút.","Khách hàng CUS00002 đã like món Điều khoảnsử dụng với rating 3.0/5 vào 2024-06-02. Nhận xét: Món ăn ổn, có thể cải thiện thêm một chút."
CUS00002,Há cảo tam sắc,like,3.5,2024-06-20,"Món ăn ổn, có thể cải thiện thêm một chút.","Khách hàng CUS00002 đã like món Há cảo tam sắc với rating 3.5/5 vào 2024-06-20. Nhận xét: Món ăn ổn, có thể cải thiện thêm một chút."
CUS00002,Nghêu xào mayonnaise hung quế,view,2.0,2024-06-23,"Không thực sự ấn tượng, cần tinh chỉnh lại hương vị.","Khách hàng CUS00002 đã view món Nghêu xào mayonnaise hung quế với rating 2.0/5 vào 2024-06-23. Nhận xét: Không thực sự ấn tượng, cần tinh chỉnh lại hương vị."
CUS00002,Mực xào chua cay,view,2.0,2024-06-26,"Không thực sự ấn tượng, cần tinh chỉnh lại hương vị.","Khách hàng CUS00002 đã view món Mực xào chua cay với rating 2.0/5 vào 2024-06-26. Nhận xét: Không thực sự ấn tượng, cần tinh chỉnh lại hương vị."
CUS00002,Gà nướng nồi đất,cook,4.5,2024-06-28,"Thưởng thức tuyệt vời, món ăn thật sự xuất sắc!","Khách hàng CUS00002 đã cook món Gà nướng nồi đất với rating 4.5/5 vào 2024-06-28. Nhận xét: Thưởng thức tuyệt vời, món ăn thật sự xuất sắc!"
CUS00002,Bắp hạt xào gà giòn Mayonnaise,view,3.0,2024-06-29,"Món ăn ổn, có thể cải thiện thêm một chút.","Khách hàng CUS00002 đã view món Bắp hạt xào gà giòn Mayonnaise với rating 3.0/5 vào 2024-06-29. Nhận xét: Món ăn ổn, có thể cải thiện thêm một chút."
CUS00002,Xốt Mayonnaise Aji-mayo® Vị Nguyên Bản,view,2.0,2024-07-07,"Không thực sự ấn tượng, cần tinh chỉnh lại hương vị.","Khách hàng CUS00002 đã view món Xốt Mayonnaise Aji-mayo® Vị Nguyên Bản với rating 2.0/5 vào 2024-07-07. Nhận xét: Không thực sự ấn tượng, cần tinh chỉnh lại hương vị."
CUS00002,Bánh mì thịt bò xốt tương (L3),save,3.5,2024-09-15,"Món ăn ổn, có thể cải thiện thêm một chút.","Khách hàng CUS00002 đã save món Bánh mì thịt bò xốt tương (L3) với rating 3.5/5 vào 2024-09-15. Nhận xét: Món ăn ổn, có thể cải thiện thêm một chút."
CUS00002,Điều khoảnsử dụng,like,2.5,2024-11-17,"Không thực sự ấn tượng, cần tinh chỉnh lại hương vị.","Khách hàng CUS00002 đã like món Điều khoảnsử dụng với rating 2.5/5 vào 2024-11-17. Nhận xét: Không thực sự ấn tượng, cần tinh chỉnh lại hương vị."
CUS00002,"Canh khổ qua – Gian khổ đi qua, cả nhà may mắn",view,2.5,2024-11-29,"Không thực sự ấn tượng, cần tinh chỉnh lại hương vị.","Khách hàng CUS00002 đã view món Canh khổ qua – Gian khổ đi qua, cả nhà may mắn với rating 2.5/5 vào 2024-11-29. Nhận xét: Không thực sự ấn tượng, cần tinh chỉnh lại hương vị."
CUS00002,Bò xào cà ri tam sắc (L1),rate,5.0,2024-12-05,"Thưởng thức tuyệt vời, món ăn thật sự xuất sắc!","Khách hàng CUS00002 đã rate món Bò xào cà ri tam sắc (L1) với rating 5.0/5 vào 2024-12-05. Nhận xét: Thưởng thức tuyệt vời, món ăn thật sự xuất sắc!"
CUS00002,Món ngon từ cá,view,2.5,2024-12-10,"Không thực sự ấn tượng, cần tinh chỉnh lại hương vị.","Khách hàng CUS00002 đã view món Món ngon từ cá với rating 2.5/5 vào 2024-12-10. Nhận xét: Không thực sự ấn tượng, cần tinh chỉnh lại hương vị."
CUS00002,Tôm xào bông cải,like,3.0,2024-12-15,"Món ăn ổn, có thể cải thiện thêm một chút.","Khách hàng CUS00002 đã like món Tôm xào bông cải với rating 3.0/5 vào 2024-12-15. Nhận xét: Món ăn ổn, có thể cải thiện thêm một chút."
CUS00002,Heo nướng bắp cải chua,view,3.0,2024-12-21,"Món ăn ổn, có thể cải thiện thêm một chút.","Khách hàng CUS00002 đã view món Heo nướng bắp cải chua với rating 3.0/5 vào 2024-12-21. Nhận xét: Món ăn ổn, có thể cải thiện thêm một chút."
CUS00002,Tôm nướng bánh hỏi,view,2.0,2025-01-13,"Không thực sự ấn tượng, cần tinh chỉnh lại hương vị.","Khách hàng CUS00002 đã view món Tôm nướng bánh hỏi với rating 2.0/5 vào 2025-01-13. Nhận xét: Không thực sự ấn tượng, cần tinh chỉnh lại hương vị."
CUS00002,Gà kho chao Mayonnaise,like,3.0,2025-01-16,"Món ăn ổn, có thể cải thiện thêm một chút.","Khách hàng CUS00002 đã like món Gà kho chao Mayonnaise với rating 3.0/5 vào 2025-01-16. Nhận xét: Món ăn ổn, có thể cải thiện thêm một chút."
CUS00002,Chè bưởi,rate,1.2,2025-01-18,"Khó thưởng thức, món chưa đạt yêu cầu.","Khách hàng CUS00002 đã rate món Chè bưởi với rating 1.2/5 vào 2025-01-18. Nhận xét: Khó thưởng thức, món chưa đạt yêu cầu."
CUS00002,Cá kho chuối xanh,view,2.0,2025-01-25,"Không thực sự ấn tượng, cần tinh chỉnh lại hương vị.","Khách hàng CUS00002 đã view món Cá kho chuối xanh với rating 2.0/5 vào 2025-01-25. Nhận xét: Không thực sự ấn tượng, cần tinh chỉnh lại hương vị."
CUS00002,"Các món ăn kèm, món phụ",view,2.5,2025-01-30,"Không thực sự ấn tượng, cần tinh chỉnh lại hương vị.","Khách hàng CUS00002 đã view món Các món ăn kèm, món phụ với rating 2.5/5 vào 2025-01-30. Nhận xét: Không thực sự ấn tượng, cần tinh chỉnh lại hương vị."
CUS00002,Bánh chuối nướng,like,4.1,2025-02-06,Rất ngon và dễ làm.,Khách hàng CUS00002 đã like món Bánh chuối nướng với rating 4.1/5 vào 2025-02-06. Nhận xét: Rất ngon và dễ làm.
CUS00002,Cua rang sốt tắc,view,2.5,2025-02-15,"Không thực sự ấn tượng, cần tinh chỉnh lại hương vị.","Khách hàng CUS00002 đã view món Cua rang sốt tắc với rating 2.5/5 vào 2025-02-15. Nhận xét: Không thực sự ấn tượng, cần tinh chỉnh lại hương vị."
CUS00002,Thịt nướng BBQ,save,3.5,2025-02-22,"Món ăn ổn, có thể cải thiện thêm một chút.","Khách hàng CUS00002 đã save món Thịt nướng BBQ với rating 3.5/5 vào 2025-02-22. Nhận xét: Món ăn ổn, có thể cải thiện thêm một chút."
CUS00002,Mực nướng sa tế,view,3.0,2025-03-08,"Món ăn ổn, có thể cải thiện thêm một chút.","Khách hàng CUS00002 đã view món Mực nướng sa tế với rating 3.0/5 vào 2025-03-08. Nhận xét: Món ăn ổn, có thể cải thiện thêm một chút."
CUS00002,Há cảo tam sắc,like,3.5,2025-04-04,"Món ăn ổn, có thể cải thiện thêm một chút.","Khách hàng CUS00002 đã like món Há cảo tam sắc với rating 3.5/5 vào 2025-04-04. Nhận xét: Món ăn ổn, có thể cải thiện thêm một chút."
CUS00002,Gà trộn gừng chua ngọt,view,2.0,2025-04-19,"Không thực sự ấn tượng, cần tinh chỉnh lại hương vị.","Khách hàng CUS00002 đã view món Gà trộn gừng chua ngọt với rating 2.0/5 vào 2025-04-19. Nhận xét: Không thực sự ấn tượng, cần tinh chỉnh lại hương vị."
CUS00002,Món ăn cho cha,save,3.5,2025-04-24,"Món ăn ổn, có thể cải thiện thêm một chút.","Khách hàng CUS00002 đã save món Món ăn cho cha với rating 3.5/5 vào 2025-04-24. Nhận xét: Món ăn ổn, có thể cải thiện thêm một chút."
CUS00002,Tôm trộn bông cải,cook,3.5,2025-04-25,"Món ăn ổn, có thể cải thiện thêm một chút.","Khách hàng CUS00002 đã cook món Tôm trộn bông cải với rating 3.5/5 vào 2025-04-25. Nhận xét: Món ăn ổn, có thể cải thiện thêm một chút."
CUS00002,Gà rim ngũ vị,save,4.0,2025-05-04,"Hương vị hài hòa, rất đáng thử.","Khách hàng CUS00002 đã save món Gà rim ngũ vị với rating 4.0/5 vào 2025-05-04. Nhận xét: Hương vị hài hòa, rất đáng thử."
CUS00002,Sữa chua dâu tây,cook,4.3,2025-06-02,Rất ngon và dễ làm.,Khách hàng CUS00002 đã cook món Sữa chua dâu tây với rating 4.3/5 vào 2025-06-02. Nhận xét: Rất ngon và dễ làm.
CUS00003,Gà nướng nồi đất,like,3.0,2024-05-19,"Món ăn ổn, có thể cải thiện thêm một chút.","Khách hàng CUS00003 đã like món Gà nướng nồi đất với rating 3.0/5 vào 2024-05-19. Nhận xét: Món ăn ổn, có thể cải thiện thêm một chút."
CUS00003,"Canh khổ qua – Gian khổ đi qua, cả nhà may mắn",cook,4.5,2024-05-20,"Thưởng thức tuyệt vời, món ăn thật sự xuất sắc!","Khách hàng CUS00003 đã cook món Canh khổ qua – Gian khổ đi qua, cả nhà may mắn với rating 4.5/5 vào 2024-05-20. Nhận xét: Thưởng thức tuyệt vời, món ăn thật sự xuất sắc!"
CUS00003,Xốt Mayonnaise Aji-mayo® Vị Nguyên Bản,view,1.0,2024-05-21,"Khó thưởng thức, món chưa đạt yêu cầu.","Khách hàng CUS00003 đã view món Xốt Mayonnaise Aji-mayo® Vị Nguyên Bản với rating 1.0/5 vào 2024-05-21. Nhận xét: Khó thưởng thức, món chưa đạt yêu cầu."
CUS00003,Điều khoảnsử dụng,like,2.5,2024-06-04,"Không thực sự ấn tượng, cần tinh chỉnh lại hương vị.","Khách hàng CUS00003 đã like món Điều khoảnsử dụng với rating 2.5/5 vào 2024-06-04. Nhận xét: Không thực sự ấn tượng, cần tinh chỉnh lại hương vị."
CUS00003,Heo kho tàu,rate,4.0,2024-06-05,"Hương vị hài hòa, rất đáng thử.","Khách hàng CUS00003 đã rate món Heo kho tàu với rating 4.0/5 vào 2024-06-05. Nhận xét: Hương vị hài hòa, rất đáng thử."
CUS00003,Món ăn cho cha,view,2.0,2024-06-20,"Không thực sự ấn tượng, cần tinh chỉnh lại hương vị.","Khách hàng CUS00003 đã view món Món ăn cho cha với rating 2.0/5 vào 2024-06-20. Nhận xét: Không thực sự ấn tượng, cần tinh chỉnh lại hương vị."
CUS00003,Tôm nướng bánh hỏi,view,2.5,2024-06-20,"Không thực sự ấn tượng, cần tinh chỉnh lại hương vị.","Khách hàng CUS00003 đã view món Tôm nướng bánh hỏi với rating 2.5/5 vào 2024-06-20. Nhận xét: Không thực sự ấn tượng, cần tinh chỉnh lại hương vị."
CUS00003,Mì vịt tiềm chay,view,1.0,2024-06-22,"Khó thưởng thức, món chưa đạt yêu cầu.","Khách hàng CUS00003 đã view món Mì vịt tiềm chay với rating 1.0/5 vào 2024-06-22. Nhận xét: Khó thưởng thức, món chưa đạt yêu cầu."
CUS00003,Há cảo tam sắc,save,2.5,2024-06-28,"Không thực sự ấn tượng, cần tinh chỉnh lại hương vị.","Khách hàng CUS00003 đã save món Há cảo tam sắc với rating 2.5/5 vào 2024-06-28. Nhận xét: Không thực sự ấn tượng, cần tinh chỉnh lại hương vị."
CUS00003,Tôm rim thịt ba chỉ,like,4.0,2024-07-20,"Hương vị hài hòa, rất đáng thử.","Khách hàng CUS00003 đã like món Tôm rim thịt ba chỉ với rating 4.0/5 vào 2024-07-20. Nhận xét: Hương vị hài hòa, rất đáng thử."
CUS00003,Gà trộn gừng chua ngọt,save,3.5,2024-08-10,"Món ăn ổn, có thể cải thiện thêm một chút.","Khách hàng CUS00003 đã save món Gà trộn gừng chua ngọt với rating 3.5/5 vào 2024-08-10. Nhận xét: Món ăn ổn, có thể cải thiện thêm một chút."
CUS00003,Món Xào,like,4.0,2024-08-17,"Hương vị hài hòa, rất đáng thử.","Khách hàng CUS00003 đã like món Món Xào với rating 4.0/5 vào 2024-08-17. Nhận xét: Hương vị hài hòa, rất đáng thử."
CUS00003,Tôm trộn bông cải,view,2.5,2024-08-22,"Không thực sự ấn tượng, cần tinh chỉnh lại hương vị.","Khách hàng CUS00003 đã view món Tôm trộn bông cải với rating 2.5/5 vào 2024-08-22. Nhận xét: Không thực sự ấn tượng, cần tinh chỉnh lại hương vị."
CUS00003,Nghêu xào mayonnaise hung quế,cook,4.0,2024-08-27,"Hương vị hài hòa, rất đáng thử.","Khách hàng CUS00003 đã cook món Nghêu xào mayonnaise hung quế với rating 4.0/5 vào 2024-08-27. Nhận xét: Hương vị hài hòa, rất đáng thử."
CUS00003,Mì Quảng,view,2.5,2024-09-29,"Không thực sự ấn tượng, cần tinh chỉnh lại hương vị.","Khách hàng CUS00003 đã view món Mì Quảng với rating 2.5/5 vào 2024-09-29. Nhận xét: Không thực sự ấn tượng, cần tinh chỉnh lại hương vị."
CUS00003,Cá kho chuối xanh,view,2.0,2024-10-04,"Không thực sự ấn tượng, cần tinh chỉnh lại hương vị.","Khách hàng CUS00003 đã view món Cá kho chuối xanh với rating 2.0/5 vào 2024-10-04. Nhận xét: Không thực sự ấn tượng, cần tinh chỉnh lại hương vị."
CUS00003,Bún bò Huế Chay,rate,4.0,2024-10-21,"Hương vị hài hòa, rất đáng thử.","Khách hàng CUS00003 đã rate món Bún bò Huế Chay với rating 4.0/5 vào 2024-10-21. Nhận xét: Hương vị hài hòa, rất đáng thử."
CUS00003,Bò chiên một nắng,view,1.5,2024-10-25,"Khó thưởng thức, món chưa đạt yêu cầu.","Khách hàng CUS00003 đã view món Bò chiên một nắng với rating 1.5/5 vào 2024-10-25. Nhận xét: Khó thưởng thức, món chưa đạt yêu cầu."
CUS00003,Bánh xèo Nhật Bản,rate,3.0,2024-11-14,"Món ăn ổn, có thể cải thiện thêm một chút.","Khách hàng CUS00003 đã rate món Bánh xèo Nhật Bản với rating 3.0/5 vào 2024-11-14. Nhận xét: Món ăn ổn, có thể cải thiện thêm một chút."
CUS00003,Tôm chiên cánh bướm,view,2.5,2024-11-19,"Không thực sự ấn tượng, cần tinh chỉnh lại hương vị.","Khách hàng CUS00003 đã view món Tôm chiên cánh bướm với rating 2.5/5 vào 2024-11-19. Nhận xét: Không thực sự ấn tượng, cần tinh chỉnh lại hương vị."
CUS00003,Chè bưởi,rate,2.5,2024-12-19,"Không thực sự ấn tượng, cần tinh chỉnh lại hương vị.","Khách hàng CUS00003 đã rate món Chè bưởi với rating 2.5/5 vào 2024-12-19. Nhận xét: Không thực sự ấn tượng, cần tinh chỉnh lại hương vị."
CUS00003,"Các món ăn kèm, món phụ",view,2.0,2024-12-28,"Không thực sự ấn tượng, cần tinh chỉnh lại hương vị.","Khách hàng CUS00003 đã view món Các món ăn kèm, món phụ với rating 2.0/5 vào 2024-12-28. Nhận xét: Không thực sự ấn tượng, cần tinh chỉnh lại hương vị."
CUS00003,Xôi gà đậu xanh,view,2.0,2025-01-03,"Không thực sự ấn tượng, cần tinh chỉnh lại hương vị.","Khách hàng CUS00003 đã view món Xôi gà đậu xanh với rating 2.0/5 vào 2025-01-03. Nhận xét: Không thực sự ấn tượng, cần tinh chỉnh lại hương vị."
CUS00003,Chương trìnhmón ngon mỗi ngày,rate,3.0,2025-01-14,"Món ăn ổn, có thể cải thiện thêm một chút.","Khách hàng CUS00003 đã rate món Chương trìnhmón ngon mỗi ngày với rating 3.0/5 vào 2025-01-14. Nhận xét: Món ăn ổn, có thể cải thiện thêm một chút."
CUS00003,Bánh khoái,view,2.0,2025-02-22,"Không thực sự ấn tượng, cần tinh chỉnh lại hương vị.","Khách hàng CUS00003 đã view món Bánh khoái với rating 2.0/5 vào 2025-02-22. Nhận xét: Không thực sự ấn tượng, cần tinh chỉnh lại hương vị."
CUS00003,Bánh mì que,view,4.7,2025-03-02,"Hương vị hài hòa, rất đáng thử.","Khách hàng CUS00003 đã view món Bánh mì que với rating 4.7/5 vào 2025-03-02. Nhận xét: Hương vị hài hòa, rất đáng thử."
CUS00003,Cá xào cần tỏi,view,2.5,2025-03-06,"Không thực sự ấn tượng, cần tinh chỉnh lại hương vị.","Khách hàng CUS00003 đã view món Cá xào cần tỏi với rating 2.5/5 vào 2025-03-06. Nhận xét: Không thực sự ấn tượng, cần tinh chỉnh lại hương vị."
CUS00003,Bắp hạt xào gà giòn Mayonnaise,cook,5.0,2025-03-07,"Thưởng thức tuyệt vời, món ăn thật sự xuất sắc!","Khách hàng CUS00003 đã cook món Bắp hạt xào gà giòn Mayonnaise với rating 5.0/5 vào 2025-03-07. Nhận xét: Thưởng thức tuyệt vời, món ăn thật sự xuất sắc!"
CUS00003,Bánh cuốn chay,like,3.0,2025-04-15,"Món ăn ổn, có thể cải thiện thêm một chút.","Khách hàng CUS00003 đã like món Bánh cuốn chay với rating 3.0/5 vào 2025-04-15. Nhận xét: Món ăn ổn, có thể cải thiện thêm một chút."
CUS00003,Chả cá Lã Vọng,like,3.5,2025-04-16,"Món ăn ổn, có thể cải thiện thêm một chút.","Khách hàng CUS00003 đã like món Chả cá Lã Vọng với rating 3.5/5 vào 2025-04-16. Nhận xét: Món ăn ổn, có thể cải thiện thêm một chút."
CUS00003,Cá cuộn Bacon hương thảo,view,1.0,2025-04-23,"Khó thưởng thức, món chưa đạt yêu cầu.","Khách hàng CUS00003 đã view món Cá cuộn Bacon hương thảo với rating 1.0/5 vào 2025-04-23. Nhận xét: Khó thưởng thức, món chưa đạt yêu cầu."
CUS00003,Chè đậu xanh,like,2.4,2025-05-08,"Khó thưởng thức, món chưa đạt yêu cầu.","Khách hàng CUS00003 đã like món Chè đậu xanh với rating 2.4/5 vào 2025-05-08. Nhận xét: Khó thưởng thức, món chưa đạt yêu cầu."
CUS00004,"Món kho ngon lan tỏa yêu thương, giữ lửa hạnh phúc",save,4.0,2024-06-05,"Hương vị hài hòa, rất đáng thử.","Khách hàng CUS00004 đã save món Món kho ngon lan tỏa yêu thương, giữ lửa hạnh phúc với rating 4.0/5 vào 2024-06-05. Nhận xét: Hương vị hài hòa, rất đáng thử."
CUS00004,Gà trộn gừng chua ngọt,cook,4.0,2024-06-11,"Hương vị hài hòa, rất đáng thử.","Khách hàng CUS00004 đã cook món Gà trộn gừng chua ngọt với rating 4.0/5 vào 2024-06-11. Nhận xét: Hương vị hài hòa, rất đáng thử."
CUS00004,Bánh cuốn chay,view,1.0,2024-07-20,"Khó thưởng thức, món chưa đạt yêu cầu.","Khách hàng CUS00004 đã view món Bánh cuốn chay với rating 1.0/5 vào 2024-07-20. Nhận xét: Khó thưởng thức, món chưa đạt yêu cầu."
CUS00004,Tôm chiên cánh bướm,view,2.5,2024-07-27,"Không thực sự ấn tượng, cần tinh chỉnh lại hương vị.","Khách hàng CUS00004 đã view món Tôm chiên cánh bướm với rating 2.5/5 vào 2024-07-27. Nhận xét: Không thực sự ấn tượng, cần tinh chỉnh lại hương vị."
